sex;prefecture;pop_total;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Male;Tottori-ken;264.432;1.942;2.057;2.176;2.185;2.386;2.350;2.279;2.446;2.334;2.478;2.406;2.448;2.589;2.457;2.649;2.535;2.775;2.806;2.574;2.501;2.525;2.511;2.367;2.391;2.231;2.210;2.237;2.180;2.419;2.297;2.462;2.613;2.623;2.711;2.858;2.985;3.216;3.282;3.224;3.183;3.490;3.467;3.512;3.681;3.775;3.949;4.038;3.988;3.919;3.684;3.413;3.408;3.279;3.390;2.629;3.397;3.260;3.275;3.246;3.260;3.396;3.736;3.518;3.736;3.794;3.929;4.032;4.146;4.235;4.340;4.324;4.907;4.858;4.246;2.239;2.596;2.962;2.722;2.607;2.674;2.155;1.872;1.994;1.987;1.995;1.593;1.537;1.420;1.235;1.010;869;767;542;467;346;248;177;95;64;47;57
Male;Shimane-ken;324.291;2.273;2.426;2.498;2.636;2.804;2.986;2.845;2.796;3.011;2.915;2.950;2.932;3.020;3.060;2.962;3.163;3.427;3.624;3.089;2.863;2.835;2.842;2.663;2.702;2.797;2.747;2.898;2.815;2.849;2.883;2.927;3.032;3.111;3.343;3.433;3.389;3.643;3.659;3.676;3.867;3.907;4.097;4.292;4.463;4.516;4.756;4.841;4.827;4.540;4.332;4.187;4.171;3.974;4.122;3.185;3.856;3.952;3.854;4.004;4.123;4.167;4.550;4.335;4.401;4.600;4.638;4.812;4.915;5.156;5.656;5.857;6.131;6.276;5.904;2.935;3.300;3.715;3.552;3.560;3.123;2.738;2.442;2.698;2.815;2.631;2.396;2.165;2.007;1.819;1.504;1.184;1.053;816;552;475;355;228;151;105;71;113
Male;Okayama-ken;908.045;6.756;6.858;7.231;7.379;7.733;7.911;8.069;8.129;8.293;8.450;8.442;8.513;8.760;8.812;8.702;8.842;9.313;9.232;9.578;9.856;10.055;10.132;10.230;9.838;9.561;9.601;9.507;9.127;9.136;8.971;9.270;9.266;9.699;9.881;9.940;10.347;10.650;10.625;10.520;10.668;11.156;11.449;11.788;12.471;13.340;13.837;14.550;14.648;14.402;13.874;12.937;12.378;11.772;11.662;9.195;11.493;10.941;10.467;10.627;10.034;10.548;11.192;10.815;10.657;11.421;11.325;10.932;11.997;12.221;13.505;13.444;15.698;15.666;14.534;9.143;9.453;10.708;10.130;10.178;9.929;7.748;6.484;6.825;6.876;6.399;5.510;4.753;4.653;4.125;3.398;2.628;2.265;1.761;1.325;1.015;674;439;306;165;124;172
Male;Hiroshima-ken;1.357.156;9.988;10.343;10.887;11.214;11.586;11.999;12.162;12.439;12.526;13.179;12.852;12.955;13.006;12.985;12.882;12.769;13.038;13.431;13.759;14.307;13.987;14.240;14.328;14.103;13.795;14.100;14.060;14.113;13.968;14.134;14.375;14.878;14.931;15.387;15.592;15.829;16.144;16.363;16.396;16.640;17.329;17.522;18.351;18.771;20.339;21.272;22.714;23.208;22.040;21.215;20.545;19.734;18.917;18.913;14.282;17.957;16.467;16.173;15.995;15.617;15.745;16.214;15.882;15.135;16.116;16.452;16.518;17.509;17.891;19.742;20.510;22.980;22.004;22.172;13.142;14.086;15.670;14.583;14.775;13.972;11.404;9.354;9.665;9.613;8.920;7.700;6.481;5.866;4.989;4.347;3.408;3.018;2.323;1.710;1.339;987;681;417;306;187;312
Male;Yamaguchi-ken;636.736;4.113;4.376;4.588;4.665;5.037;5.346;5.267;5.447;5.398;5.683;5.626;5.906;5.721;5.870;5.790;5.910;6.142;6.159;6.257;6.229;6.238;5.996;5.993;5.728;5.602;5.647;5.650;5.557;5.563;5.692;5.791;5.918;6.147;6.385;6.399;6.742;6.860;7.057;7.141;7.227;7.541;7.674;8.087;8.496;9.192;9.329;10.124;10.123;10.081;9.323;8.738;8.513;8.309;8.318;6.119;7.993;7.611;7.600;7.423;7.449;7.753;8.182;8.275;7.892;8.789;8.780;9.079;9.683;10.404;10.876;11.680;12.748;11.583;11.592;7.065;6.976;8.142;7.882;7.783;7.688;6.253;5.149;5.389;5.399;4.983;4.311;3.934;3.464;3.165;2.618;2.006;1.715;1.366;974;751;492;350;236;151;102;170
Male;Tokushima-ken;343.265;2.208;2.172;2.432;2.448;2.619;2.746;2.658;2.752;2.843;2.868;2.792;2.899;2.918;2.954;2.953;3.097;3.150;3.244;3.147;3.189;3.321;3.366;3.202;3.100;3.056;2.995;2.879;2.948;2.945;2.926;3.060;3.222;3.317;3.385;3.579;3.582;3.841;3.957;4.086;4.042;4.266;4.305;4.432;4.576;4.827;4.978;5.119;5.003;4.984;4.910;4.663;4.499;4.345;4.720;3.439;4.562;4.391;4.236;4.276;4.152;4.425;4.891;4.732;4.590;5.174;5.355;5.171;5.559;5.735;6.161;6.421;6.908;7.218;6.313;3.167;3.586;4.084;3.891;4.010;3.734;3.176;2.835;2.786;2.928;2.579;2.362;2.171;1.966;1.752;1.401;1.160;950;713;582;398;281;185;120;91;45;78
Male;Kagawa-ken;459.197;3.051;3.307;3.386;3.704;3.766;3.930;3.873;4.123;4.132;4.164;4.206;4.321;4.288;4.312;4.160;4.467;4.755;4.701;4.625;4.172;4.105;4.085;4.232;4.143;4.131;4.184;4.256;4.147;4.433;4.395;4.419;4.548;4.680;4.978;5.164;5.186;5.314;5.286;5.472;5.396;5.928;5.913;6.265;6.536;6.936;7.180;7.613;7.613;7.273;6.866;6.668;6.461;6.198;6.152;4.460;6.013;5.591;5.353;5.415;5.231;5.566;5.904;5.773;5.547;6.021;6.028;5.892;6.579;6.672;7.065;7.426;8.880;8.730;8.378;4.455;4.605;5.337;4.827;5.152;4.869;4.159;3.303;3.496;3.465;3.396;2.955;2.480;2.545;2.118;1.769;1.443;1.281;977;705;609;373;256;171;144;81;103
Male;Ehime-ken;633.062;4.058;4.253;4.585;4.813;4.820;5.192;5.395;5.526;5.489;5.809;5.769;5.685;6.005;5.907;5.847;5.963;6.357;6.493;5.909;5.583;5.512;5.571;5.733;5.518;5.365;5.658;5.561;5.464;5.688;5.705;5.839;6.177;6.214;6.485;6.453;6.910;7.076;7.176;7.210;7.426;7.760;7.950;8.341;8.676;9.029;9.651;10.040;10.101;9.784;9.065;8.784;8.563;8.641;8.309;6.406;8.532;8.227;7.921;7.819;8.033;8.120;8.528;8.475;8.327;8.734;8.779;8.587;9.689;10.168;10.670;11.265;12.116;11.789;10.920;6.469;6.842;7.715;6.657;6.953;7.009;5.926;5.056;5.046;5.146;4.643;4.127;3.696;3.426;3.042;2.587;2.122;1.754;1.379;1.053;796;546;409;262;141;97;165
Male;Kochi-ken;326.531;1.973;2.155;2.305;2.371;2.405;2.541;2.510;2.640;2.614;2.634;2.771;2.795;2.864;2.915;2.896;2.915;3.114;3.301;3.207;2.979;2.979;2.939;2.815;2.736;2.662;2.707;2.588;2.738;2.634;2.605;2.620;2.818;2.946;3.015;3.177;3.431;3.533;3.601;3.598;3.761;3.797;4.177;4.330;4.524;4.792;4.816;5.144;5.118;5.050;4.672;4.523;4.333;4.155;4.117;3.114;4.324;4.139;4.290;4.133;4.217;4.253;4.665;4.253;4.389;4.637;4.704;4.688;4.949;5.359;5.618;6.016;6.570;6.376;6.318;3.587;3.649;4.342;3.744;3.984;3.765;3.298;2.807;2.784;2.646;2.589;2.475;2.096;2.069;1.699;1.475;1.191;1.056;845;624;479;325;244;148;101;59;82
Male;Fukuoka-ken;2.430.951;19.497;20.256;21.249;21.553;22.807;23.059;23.231;23.496;23.398;24.372;23.950;23.738;23.975;23.582;22.964;22.621;23.326;23.293;25.617;28.051;28.265;27.367;28.173;28.045;27.397;26.490;26.211;25.249;25.521;25.280;25.708;26.257;26.929;28.058;29.225;29.875;31.247;31.195;31.523;31.591;32.972;33.465;34.284;34.996;35.681;37.014;38.896;38.680;37.621;35.935;34.544;33.513;32.439;32.204;25.253;30.304;28.767;28.488;28.156;28.199;28.771;29.950;29.386;28.311;29.891;30.852;30.992;33.123;33.714;36.408;36.892;40.497;37.361;34.446;20.840;20.904;24.958;22.439;23.044;22.613;19.468;16.081;15.347;15.363;13.878;12.429;10.610;9.681;8.548;6.926;5.477;4.489;3.660;2.693;1.992;1.340;967;565;383;238;372
Male;Saga-ken;384.451;3.095;3.184;3.382;3.423;3.598;3.752;3.708;3.723;3.880;4.015;3.927;3.847;4.194;4.165;4.158;4.119;4.347;4.367;3.906;3.587;3.533;3.642;3.557;3.565;3.435;3.415;3.522;3.511;3.535;3.553;3.543;3.570;3.733;4.164;4.260;4.444;4.640;4.513;4.576;4.677;5.011;4.977;4.982;5.199;5.285;5.433;5.517;5.395;5.212;5.108;4.937;4.755;4.843;4.846;4.035;4.734;4.655;4.847;4.972;4.933;5.106;5.324;5.299;5.069;5.422;5.750;5.780;6.054;6.152;6.430;6.384;6.756;6.268;5.740;3.357;3.399;3.923;3.549;3.724;3.561;3.301;2.746;2.673;2.855;2.501;2.352;2.068;1.818;1.621;1.403;1.175;944;724;547;403;294;183;139;83;49;84
Male;Nagasaki-ken;616.912;4.514;4.847;5.143;5.216;5.557;5.597;5.697;5.719;5.918;5.927;6.057;5.997;6.102;5.979;6.219;6.104;6.462;6.629;5.821;5.081;5.231;5.112;5.110;4.989;4.888;4.990;5.068;5.104;5.358;5.332;5.521;5.767;5.795;6.259;6.469;6.541;6.808;6.877;7.003;6.987;7.114;7.519;7.672;7.683;8.183;8.500;8.717;8.703;8.666;8.274;8.039;8.360;7.904;7.948;6.560;8.127;7.908;8.176;8.010;8.390;8.787;9.064;8.987;8.583;9.466;9.707;9.849;10.247;10.753;11.013;11.091;11.759;10.707;9.899;5.870;5.857;6.739;6.039;6.462;6.215;5.676;4.988;4.998;4.948;4.700;4.307;3.620;3.277;2.905;2.402;1.967;1.553;1.209;962;675;504;340;198;140;98;103
Male;Kumamoto-ken;822.481;6.401;6.837;7.144;7.312;7.657;7.789;7.920;8.179;8.316;8.299;8.335;8.178;8.451;8.266;8.094;8.239;8.840;8.599;8.153;7.508;7.556;7.377;7.477;7.415;7.266;7.274;7.233;7.457;7.520;7.472;7.669;8.035;8.437;8.701;9.068;9.458;9.768;9.739;9.918;9.963;10.414;10.468;10.689;10.904;11.180;11.259;11.768;11.325;11.267;10.568;10.173;10.161;10.080;10.513;8.467;10.521;10.105;10.164;10.346;10.440;10.924;11.427;11.138;11.140;12.075;12.144;12.183;12.692;13.205;13.423;13.717;14.356;13.504;12.671;7.396;7.598;8.813;8.053;7.961;7.971;7.052;6.376;6.330;6.669;6.036;5.554;4.897;4.484;3.931;3.350;2.743;2.308;1.805;1.384;1.010;684;492;296;211;141;205
Male;Oita-ken;533.414;3.781;3.883;4.052;4.313;4.560;4.523;4.643;4.854;4.864;4.919;4.970;4.999;5.170;5.112;5.021;5.007;5.376;5.268;5.210;5.078;5.193;4.868;4.847;4.683;4.652;4.765;4.921;4.661;4.625;4.739;4.978;5.064;5.319;5.542;5.726;5.901;6.109;6.284;6.219;6.276;6.674;6.942;7.072;7.430;7.672;7.643;7.817;7.925;7.712;7.299;6.851;6.928;6.673;6.959;5.013;6.670;6.320;6.416;6.298;6.462;6.726;7.322;7.007;7.009;7.614;7.698;7.748;8.332;8.487;8.986;9.270;10.189;9.748;8.908;5.114;5.520;6.384;5.943;5.842;5.826;4.961;4.315;4.291;4.413;3.879;3.673;3.184;3.011;2.621;2.216;1.872;1.496;1.201;890;643;479;314;193;130;87;121
Male;Miyazaki-ken;504.763;3.853;4.083;4.263;4.420;4.445;4.687;4.924;4.898;4.994;5.109;5.253;5.188;5.197;5.267;5.068;5.042;5.507;5.411;4.729;4.040;4.047;4.102;4.048;4.140;4.171;4.168;4.250;4.171;4.373;4.254;4.437;4.606;4.757;5.048;5.231;5.541;5.575;5.786;5.969;5.946;6.358;6.426;6.528;6.848;7.020;7.026;7.316;7.328;6.808;6.410;6.410;6.194;6.111;6.335;4.875;6.165;6.334;6.384;6.342;6.530;6.757;7.180;6.993;7.151;7.696;7.641;7.785;8.105;8.658;8.555;8.611;9.182;9.304;8.009;4.697;4.841;5.521;5.205;5.252;5.345;4.436;4.033;4.098;4.284;3.760;3.596;3.111;2.870;2.466;2.117;1.707;1.435;1.043;845;584;423;263;152;109;74;123
Male;Kagoshima-ken;748.306;5.650;5.921;6.439;6.599;6.856;7.206;7.111;7.387;7.471;7.711;7.642;7.672;7.730;7.668;7.750;7.622;7.801;7.925;6.917;6.010;6.164;5.793;5.878;6.208;5.868;5.950;5.853;6.049;6.167;6.116;6.435;6.767;7.093;7.674;7.496;8.121;8.554;8.571;8.780;8.804;8.990;8.991;9.387;9.560;9.640;9.719;10.254;10.036;9.596;9.246;8.946;9.008;9.092;9.570;7.859;9.498;9.472;9.747;9.604;10.308;10.538;11.159;11.255;11.531;12.113;12.296;12.653;12.375;13.467;13.232;13.073;13.704;13.389;10.973;6.818;6.913;8.043;7.450;7.713;7.567;6.547;6.130;6.295;6.116;5.481;5.347;4.656;4.285;3.758;3.029;2.669;2.053;1.627;1.278;913;634;473;302;200;103;196
Male;Okinawa-ken;722.812;7.502;7.696;7.975;7.924;8.688;8.527;8.340;8.505;8.574;8.519;8.516;8.520;8.507;8.351;8.240;8.182;8.296;8.301;7.998;7.537;7.414;7.568;7.515;7.588;7.566;7.661;7.676;7.641;7.897;7.911;7.878;8.259;8.649;8.963;9.061;9.531;9.497;9.485;9.327;9.333;9.730;9.552;9.803;10.431;10.419;10.976;11.473;11.340;10.755;10.096;9.955;9.967;9.780;9.523;7.820;8.843;8.959;9.013;8.897;9.246;8.897;9.380;9.473;8.873;9.445;9.352;9.776;9.792;9.679;9.930;9.832;8.734;8.668;7.087;3.285;3.847;4.906;4.990;5.103;5.044;4.584;4.361;4.304;3.827;3.720;3.364;2.981;2.499;2.121;1.611;1.573;1.134;924;580;419;262;224;174;135;79;147
Female;Hokkaido;2.759.526;14.422;15.165;16.054;16.394;17.437;17.791;18.209;18.484;18.975;19.361;19.642;19.469;19.971;20.386;19.869;20.380;21.782;21.856;22.353;22.226;22.047;22.226;22.419;22.436;22.200;22.541;22.599;22.285;23.349;23.116;23.315;23.985;25.212;25.925;26.617;27.922;29.027;29.569;29.661;30.141;31.909;32.767;34.761;35.071;37.075;38.702;40.529;40.679;39.763;38.663;37.472;37.450;37.154;38.121;30.481;37.253;35.892;35.704;35.105;35.151;34.984;35.655;34.512;34.699;36.309;37.822;39.622;42.588;45.068;46.935;50.350;52.908;49.727;44.568;34.744;32.346;36.665;37.330;37.147;35.772;32.665;29.294;31.634;29.781;28.025;27.273;24.755;23.468;20.893;19.012;17.288;14.636;13.119;10.033;8.122;6.582;4.935;3.671;2.847;1.833;3.389
Female;Aomori-ken;654.582;3.259;3.478;3.706;3.907;4.190;4.033;4.230;4.214;4.322;4.578;4.680;4.525;4.805;4.787;5.062;5.008;5.366;5.480;4.957;4.781;4.629;4.685;4.454;4.169;3.896;4.422;4.471;4.482;4.639;4.744;4.575;5.097;5.224;5.696;5.971;6.251;6.505;6.513;6.669;6.800;7.132;7.472;7.466;7.789;8.308;8.475;8.721;8.942;8.686;8.663;8.690;8.641;8.907;8.828;7.261;8.873;8.742;8.531;8.835;9.064;9.205;9.676;9.513;9.231;9.775;10.342;10.179;10.867;10.897;11.497;12.578;12.630;11.612;11.463;7.331;7.466;9.017;9.060;9.296;8.756;8.037;6.943;8.542;8.332;7.779;7.490;6.995;6.498;5.902;5.279;4.452;3.669;3.499;2.513;1.930;1.558;1.168;761;532;395;631
Female;Iwate-ken;627.582;3.258;3.461;3.685;3.916;4.016;4.323;4.277;4.411;4.427;4.672;4.803;4.717;4.847;4.948;5.055;5.164;5.344;5.363;5.266;4.652;4.460;4.616;4.236;4.267;4.005;4.558;4.460;4.533;4.812;4.777;5.077;5.074;5.214;5.380;5.702;5.981;6.343;6.452;6.518;6.675;6.848;7.050;7.508;7.556;7.975;8.251;8.210;8.197;8.097;7.526;7.839;7.966;8.102;8.085;6.459;8.093;7.886;7.922;8.073;8.051;8.447;8.746;8.707;8.466;8.982;9.406;9.411;9.843;10.364;10.377;11.006;11.401;10.816;9.780;6.563;6.840;8.523;8.528;8.717;8.310;8.117;7.216;8.006;7.858;7.700;7.619;6.738;6.486;6.036;5.425;4.782;4.064;3.527;2.898;2.313;1.878;1.305;953;703;469;817
Female;Miyagi-ken;1.179.398;6.959;7.348;7.839;7.987;8.473;8.714;8.609;9.290;9.128;9.116;9.500;9.237;9.878;9.421;9.516;9.527;10.028;10.334;11.410;12.464;12.103;11.677;11.565;11.456;11.519;11.325;11.071;10.838;11.440;11.175;11.669;11.734;12.204;12.943;12.835;13.480;13.980;14.437;14.530;14.595;14.990;15.400;15.732;15.980;16.388;16.881;17.427;17.322;16.612;16.425;15.712;15.185;15.171;15.455;12.122;14.754;14.243;14.357;14.170;14.390;14.534;14.906;14.812;14.876;15.450;15.935;15.680;16.724;17.725;18.084;19.031;19.164;18.768;16.530;9.963;11.058;13.578;13.248;12.971;12.183;11.973;10.457;11.382;11.264;10.927;10.388;9.538;9.010;8.325;7.599;6.583;6.058;4.843;4.032;3.252;2.578;1.746;1.335;995;683;1.140
Female;Akita-ken;507.063;2.144;2.308;2.479;2.659;2.835;2.844;2.905;3.079;3.220;3.318;3.297;3.436;3.574;3.657;3.574;3.807;3.707;3.954;3.491;2.902;2.967;2.963;2.851;2.836;2.747;3.007;3.065;3.045;3.167;3.257;3.415;3.579;3.795;4.102;4.224;4.420;4.703;4.879;4.953;4.941;5.351;5.497;5.702;5.808;6.171;6.142;6.377;6.314;6.283;6.102;6.140;6.083;6.242;6.335;4.743;6.400;6.576;6.631;6.784;6.930;7.260;7.504;7.505;7.683;7.764;8.454;8.419;8.706;9.089;9.100;10.170;10.154;9.421;9.393;5.589;5.922;7.204;7.269;7.589;7.070;6.957;6.318;7.386;7.304;7.241;6.882;6.066;6.176;5.499;5.279;4.692;3.846;3.478;2.642;2.068;1.642;1.117;820;621;409;638
Female;Yamagata-ken;551.589;2.984;3.155;3.352;3.513;3.672;3.794;4.004;3.906;4.038;4.239;4.217;4.277;4.428;4.425;4.567;4.544;4.775;4.801;4.567;4.404;4.151;4.110;3.801;3.678;3.661;3.882;3.840;3.952;4.100;4.180;4.397;4.585;4.972;4.929;5.186;5.350;5.607;5.763;5.823;5.961;6.264;6.360;6.602;6.461;6.703;6.908;7.122;7.141;6.930;6.599;6.639;6.604;6.574;7.000;5.587;6.924;6.746;6.840;7.174;7.197;7.605;7.704;7.679;7.547;8.143;8.241;8.209;8.724;9.115;9.343;9.948;9.735;8.994;8.461;5.284;6.172;7.025;6.649;6.904;6.828;6.718;6.110;6.718;6.661;6.691;6.418;5.993;5.847;5.405;5.159;4.677;3.983;3.648;2.915;2.353;1.775;1.341;969;697;474;762
Female;Fukushima-ken;929.288;5.302;5.757;6.045;6.298;6.638;6.838;6.966;6.770;6.577;6.888;7.020;7.245;7.444;7.630;7.749;7.784;8.364;8.403;7.954;6.982;6.851;6.850;6.906;6.699;6.918;7.238;7.396;7.447;7.727;7.654;7.829;8.217;8.827;8.948;8.994;9.504;9.716;9.798;10.021;9.976;10.525;10.628;11.182;11.395;11.645;12.099;12.425;12.391;12.047;11.787;11.520;11.558;11.724;11.886;9.800;11.997;11.648;11.974;12.058;12.569;12.904;13.298;13.058;13.159;13.656;14.239;13.998;14.610;15.608;15.602;16.362;16.025;15.992;13.842;7.963;9.326;12.031;11.282;11.431;10.836;10.744;9.178;10.363;10.261;10.053;9.657;9.089;8.788;8.274;7.309;6.571;5.829;4.959;4.111;3.413;2.593;1.835;1.300;963;616;1.132
Female;Ibaraki-ken;1.436.033;8.608;8.798;9.487;9.950;10.361;10.747;10.687;11.167;11.409;11.423;11.703;11.984;12.148;12.277;12.246;12.134;13.029;12.969;13.073;13.242;13.101;12.976;12.641;12.184;12.030;12.112;12.061;12.051;12.270;12.237;12.622;13.227;13.800;14.312;14.467;15.331;15.765;16.137;16.321;16.388;17.245;17.340;18.319;18.692;19.506;20.386;21.424;21.918;21.589;20.952;20.024;19.675;19.436;19.363;15.019;18.731;17.849;17.402;17.164;17.052;17.457;18.191;17.464;18.070;19.292;19.843;19.941;21.023;22.690;23.588;24.302;25.105;25.640;23.850;15.138;15.670;19.240;18.635;17.741;17.095;15.663;12.828;13.605;13.008;12.541;11.711;10.517;10.065;9.567;8.707;7.711;6.791;5.752;4.785;3.906;2.975;2.315;1.632;1.199;811;1.408
Female;Tochigi-ken;968.216;5.626;6.143;6.318;6.838;7.055;7.416;7.406;7.537;7.555;7.798;7.928;8.126;8.217;8.210;8.448;8.503;8.694;8.717;8.804;8.609;8.134;8.241;7.978;8.058;8.108;8.070;8.104;8.196;8.461;8.539;8.876;9.242;9.566;10.132;9.934;10.796;10.794;11.059;11.246;11.112;12.043;12.238;12.625;12.929;13.329;14.002;14.643;14.872;14.518;13.748;13.454;13.196;12.997;13.074;10.341;12.661;11.828;11.797;11.448;11.532;12.008;12.704;12.238;12.358;13.033;13.588;13.743;14.342;14.957;15.698;16.595;17.008;16.597;15.593;9.877;10.082;11.981;11.721;11.447;10.830;10.115;8.224;8.776;8.683;8.485;8.077;7.329;6.893;6.470;5.839;5.433;4.653;3.976;3.243;2.646;2.178;1.508;1.066;857;556;940
Female;Gumma-ken;979.699;5.830;6.098;6.383;6.691;6.823;7.235;7.209;7.472;7.497;7.977;7.820;8.236;8.217;8.540;8.487;8.512;8.983;8.932;9.193;9.093;8.947;8.847;8.620;8.120;8.164;8.338;8.214;8.308;8.340;8.291;8.278;8.799;8.988;9.303;9.425;9.851;10.236;10.566;10.433;10.856;11.231;11.897;12.257;12.690;13.638;13.986;15.055;15.157;15.105;14.361;13.933;13.768;13.354;13.654;10.176;12.972;12.205;11.711;11.467;11.433;11.314;11.832;11.554;11.659;12.444;13.000;12.818;13.552;14.751;15.549;16.406;17.375;16.922;16.749;11.106;10.833;13.120;12.753;12.889;11.767;11.113;8.969;9.613;9.294;9.135;8.476;8.145;7.319;7.033;6.469;5.791;5.064;4.244;3.543;3.015;2.259;1.659;1.270;900;604;1.189
Female;Saitama-ken;3.692.596;23.818;24.635;25.950;26.953;27.753;28.394;28.444;29.310;28.822;29.720;30.014;30.312;30.855;30.733;30.495;30.414;31.423;31.447;33.619;35.655;36.971;37.300;38.100;38.948;38.280;38.587;38.494;37.085;36.924;36.769;37.083;37.786;38.549;39.299;39.965;41.230;42.615;44.021;44.290;44.205;45.839;47.513;49.213;50.361;53.122;55.459;59.907;61.652;60.765;58.855;56.621;55.803;53.723;53.646;41.551;50.402;46.244;44.223;41.867;40.548;40.631;40.971;39.705;39.023;40.603;42.908;42.477;45.984;49.279;52.198;57.324;61.807;61.931;60.947;38.536;40.454;50.553;48.224;47.659;44.399;39.581;32.838;32.991;31.530;30.152;26.904;23.148;21.499;18.928;16.849;14.376;12.010;10.450;8.174;6.735;5.233;3.858;2.897;2.107;1.484;2.658
Female;Chiba-ken;3.166.493;19.922;20.767;22.011;22.431;23.304;23.912;23.646;24.340;24.211;25.153;25.301;25.700;26.169;26.053;25.954;25.869;26.823;26.824;28.790;29.865;31.074;31.307;32.750;33.163;32.498;32.846;32.193;31.036;31.421;30.892;31.581;31.978;32.949;33.653;34.010;35.615;36.895;37.240;37.749;37.326;39.081;40.709;41.818;42.625;44.981;46.826;50.411;51.725;51.401;50.113;48.577;47.578;45.463;44.867;34.870;42.519;39.124;37.556;35.808;35.085;34.997;35.094;34.203;33.632;35.814;37.381;37.095;40.294;42.725;45.266;48.905;53.800;53.570;52.874;33.612;35.428;43.318;41.468;40.765;38.247;33.801;28.209;28.739;28.207;26.959;24.323;21.033;19.772;17.566;15.937;13.737;11.725;10.005;7.829;6.584;5.047;3.650;2.655;1.915;1.424;2.530
Female;Tokyo-to;7.149.206;48.434;49.912;51.218;52.059;53.305;53.849;52.358;52.638;50.409;50.894;51.198;50.682;50.763;49.686;48.359;48.264;49.831;49.512;57.042;66.515;73.291;76.730;86.789;94.777;99.199;101.541;100.547;96.407;96.505;94.080;94.342;93.618;94.766;95.581;95.339;97.664;99.464;99.827;98.748;98.010;101.363;102.620;104.657;105.357;108.246;111.509;117.532;121.326;118.554;117.028;113.089;111.279;106.871;105.809;84.694;98.740;91.394;86.227;80.334;76.412;75.026;72.334;68.839;65.749;66.383;66.853;66.196;68.712;73.058;76.478;84.422;92.983;94.922;92.484;58.622;62.802;76.923;75.585;76.291;73.020;66.807;56.460;59.159;58.873;59.058;54.165;47.587;45.105;40.580;35.630;31.220;26.707;23.001;17.463;14.163;11.122;7.943;5.977;4.370;3.145;5.795
Female;Kanagawa-ken;4.649.069;29.889;31.248;32.442;33.205;34.875;35.704;35.200;35.879;36.078;36.909;37.531;37.484;38.044;37.635;37.429;37.278;38.398;38.937;42.112;45.391;47.930;49.166;50.739;50.991;50.553;50.958;50.238;47.759;47.586;47.290;47.712;48.094;49.344;49.841;50.415;53.473;54.992;56.107;55.922;57.153;59.751;60.793;63.648;65.399;68.182;71.383;76.016;79.549;78.726;77.941;75.648;74.375;71.623;71.673;56.333;66.246;60.722;57.752;54.676;52.138;51.508;49.913;48.491;46.153;47.541;48.831;48.713;51.737;55.694;58.891;65.160;71.175;72.138;69.083;44.244;47.529;58.413;56.549;56.723;53.506;48.121;40.142;41.029;40.255;39.246;35.893;31.508;29.728;26.572;23.776;20.623;17.596;15.264;11.461;9.374;7.509;5.380;3.979;3.065;2.163;3.888
Female;Niigata-ken;1.132.602;6.244;6.708;6.997;7.170;7.609;7.900;8.078;8.369;8.368;8.696;8.815;8.734;8.915;9.033;9.157;9.072;9.536;9.625;9.624;9.228;9.081;8.767;8.554;8.264;8.203;8.393;8.798;8.587;8.964;9.005;9.215;9.858;9.966;10.555;10.946;11.133;11.720;11.658;12.287;12.164;13.092;13.221;13.739;14.361;15.013;15.471;15.885;15.994;15.112;14.866;14.217;14.503;14.599;15.116;11.655;14.740;13.936;13.770;13.310;13.717;14.260;14.557;14.523;14.593;15.173;16.543;16.129;16.949;18.005;18.958;20.347;20.906;19.740;19.046;11.220;12.144;14.741;14.249;14.887;14.023;13.323;11.747;12.873;12.887;13.300;11.732;10.907;11.097;10.090;9.416;8.057;7.440;6.555;5.274;4.335;3.442;2.573;1.947;1.457;1.024;1.820
Female;Toyama-ken;532.177;3.040;3.155;3.342;3.426;3.629;3.665;3.671;3.818;3.860;3.811;4.056;4.131;4.310;4.243;4.272;4.300;4.643;4.623;4.485;4.017;4.070;4.174;4.170;4.101;4.235;4.444;4.197;4.136;4.065;4.047;4.296;4.358;4.461;4.656;4.904;5.098;5.177;5.199;5.406;5.543;5.727;6.173;6.354;6.756;7.135;7.763;8.177;8.278;8.089;7.767;7.314;7.147;7.138;6.952;5.373;6.792;6.348;6.477;5.985;6.269;6.272;6.425;6.347;6.187;6.434;7.182;6.890;7.456;7.706;8.134;9.464;10.201;10.397;11.174;5.643;6.142;7.952;7.253;7.840;7.027;6.269;5.316;5.485;5.762;6.310;5.172;5.113;5.247;4.577;4.227;3.601;3.418;2.838;2.287;1.865;1.533;1.149;790;646;420;778
